Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"604822000";"2166400";"3297";"4411.0";""
"605955000";"2166400";"3297";"4419.7";""
"607029000";"2166400";"3297";"4424.9";""
"608227000";"2166400";"3296";"4433.7";""
"609360000";"2224900";"3296";"4442.8";""
"610492000";"2224900";"3296";"4451.5";""
"611624000";"2224900";"3296";"4460.6";""
"612697000";"2224900";"3296";"4465.8";""
"613901000";"2224900";"3297";"4474.9";""
"615034000";"2224900";"3296";"4483.6";""
"616165000";"2225800";"3297";"4492.7";""
"617298000";"2225800";"3296";"4501.4";""
"618371000";"2225800";"3296";"4506.7";""
"619569000";"2225800";"3296";"4515.8";""
"620701000";"2225800";"3296";"4524.5";""
"621834000";"2225800";"3296";"4533.6";""
"622965000";"2210500";"3296";"4542.3";""
"624044000";"2210500";"3296";"4547.6";""
"625242000";"2210500";"3296";"4556.7";""
"626375000";"2210500";"3296";"4565.4";""
"627508000";"2210500";"3296";"4574.5";""
"628641000";"2210500";"3297";"4583.2";""
"629713000";"2210500";"3297";"4588.5";""
"630911000";"2107500";"3297";"4597.6";""
"632044000";"2107500";"3297";"4606.3";""
"633177000";"2107500";"3297";"4615.4";""
"634314000";"2107500";"3297";"4624.5";""
"635388000";"2107500";"3297";"4629.4";""
"636586000";"2107500";"3296";"4638.5";""
"637719000";"2224900";"3296";"4647.6";""
"638851000";"2224900";"3296";"4656.3";""
"639989000";"2224900";"3296";"4665.4";""
"641063000";"2224900";"3296";"4670.7";""
"642260000";"2224900";"3296";"4679.8";""
"643399000";"2224900";"3296";"4688.5";""
"644531000";"2223500";"3296";"4697.6";""
"645663000";"2223500";"3296";"4706.3";""
"646736000";"2223500";"3296";"4711.6";""
"647933000";"2223500";"3297";"4720.7";""
"649066000";"2223500";"3297";"4729.4";""
"650198000";"2223500";"3297";"4738.5";""
"651331000";"2210700";"3297";"4747.2";""
"652403000";"2210700";"3297";"4752.5";""
"653607000";"2210700";"3297";"4761.5";""
