Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"114384000";"485200";"3296";"189.1"
"114596000";"485200";"3296";"189.5"
"114808000";"485200";"3296";"189.5"
"115020000";"485200";"3296";"189.8"
"115495000";"485200";"3296";"190.2"
"115713000";"485200";"3296";"190.6"
"115925000";"485200";"3297";"190.9"
"116137000";"485200";"3296";"190.9"
"116350000";"485200";"3297";"191.3"
"116826000";"485200";"3297";"191.6"
"117038000";"485200";"3297";"192.0"
"117249000";"485200";"3297";"192.0"
"117461000";"485200";"3297";"192.4"
"117674000";"485200";"3297";"192.4"
"118068000";"485200";"3297";"192.7"
"118354000";"485200";"3296";"193.1"
"118567000";"485200";"3297";"193.5"
"118779000";"485200";"3297";"193.5"
"118992000";"485200";"3297";"193.8"
"119402000";"485200";"3297";"194.2"
"119680000";"485200";"3297";"194.6"
"119893000";"485200";"3297";"194.6"
"120105000";"485200";"3297";"194.9"
"120317000";"485200";"3297";"194.9"
"120793000";"485200";"3297";"195.7"
"121005000";"485200";"3297";"195.7"
"121217000";"485200";"3297";"196.0"
"121430000";"485200";"3297";"196.0"
"121643000";"485200";"3297";"196.4"
"122053000";"485200";"3297";"196.7"
"122331000";"490000";"3297";"197.5"
"122544000";"490000";"3297";"197.9"
"122756000";"490000";"3297";"198.2"
"122969000";"490000";"3297";"198.6"
"123444000";"490000";"3297";"199.7"
"123656000";"490000";"3297";"200.1"
"123868000";"490000";"3297";"200.5"
"124080000";"490000";"3297";"200.8"
"124293000";"490000";"3297";"201.2"
"124768000";"490000";"3297";"202.3"
"124981000";"490000";"3297";"202.7"
"125193000";"490000";"3297";"203.1"
"125405000";"490000";"3297";"203.4"
"125623000";"490000";"3297";"204.2"
"126033000";"490000";"3297";"204.9"
"126311000";"490000";"3297";"205.3"
"126524000";"490000";"3297";"206.1"
"126737000";"490000";"3297";"206.4"
"126951000";"490000";"3297";"206.8"
"127425000";"490000";"3297";"207.9"
"127637000";"490000";"3297";"208.3"
"127850000";"490000";"3297";"208.7"
"128062000";"490000";"3297";"209.0"
"128275000";"490000";"3297";"209.4"
"128751000";"490000";"3297";"210.5"
"128963000";"490000";"3296";"210.9"
"129176000";"490000";"3296";"211.3"
"129388000";"490000";"3296";"211.7"
"129601000";"490000";"3296";"212.4"
"130012000";"490000";"3296";"213.2"
"130290000";"490000";"3297";"213.5"
"130503000";"490000";"3297";"214.3"
"130716000";"490000";"3297";"214.6"
"130928000";"490000";"3297";"215.0"
"131404000";"490000";"3297";"216.1"
"131616000";"490000";"3297";"216.5"
"131828000";"490000";"3297";"216.9"
"132046000";"490000";"3297";"217.3"
"132259000";"490000";"3297";"217.6"
"132735000";"490000";"3297";"218.8"
"132947000";"490000";"3296";"219.1"
"133161000";"490000";"3296";"219.5"
"133373000";"490000";"3296";"219.9"
"133586000";"490000";"3296";"220.6"
"133996000";"490000";"3296";"221.4"
"134273000";"490000";"3296";"221.7"
"134487000";"490000";"3296";"222.5"
"134699000";"490000";"3297";"222.9"
"134912000";"490000";"3296";"223.2"
"135322000";"490000";"3296";"224.0"
"135601000";"490000";"3296";"224.7"
"135818000";"490000";"3296";"225.1"
"136032000";"490000";"3296";"225.5"
"136245000";"490000";"3296";"225.8"
"136655000";"490000";"3296";"227.0"
"136933000";"490000";"3296";"227.3"
"137146000";"490000";"3296";"227.7"
"137359000";"490000";"3296";"228.1"
"137572000";"490000";"3296";"228.4"
"138048000";"490000";"3296";"229.6"
"138261000";"490000";"3296";"229.9"
"138474000";"490000";"3296";"230.3"
"138687000";"490000";"3296";"231.1"
"138900000";"490000";"3296";"231.4"
"139375000";"490000";"3297";"232.2"
"139587000";"490000";"3296";"232.9"
"139799000";"490000";"3296";"232.9"
"140012000";"490000";"3296";"233.3"
"140224000";"490000";"3297";"233.3"
"140698000";"490000";"3297";"234.0"
"140910000";"490000";"3297";"234.0"
"141123000";"490000";"3297";"234.4"
"141335000";"490000";"3296";"234.4"
"141548000";"490000";"3297";"234.7"
"142023000";"490000";"3296";"235.1"
"142235000";"490000";"3297";"235.5"
"142448000";"490000";"3297";"235.5"
"142660000";"490000";"3296";"235.8"
"142873000";"490000";"3297";"236.2"
"143349000";"490000";"3297";"236.6"
"143561000";"490000";"3296";"236.6"
"143774000";"490000";"3296";"236.9"
"143987000";"490000";"3296";"236.9"
"144201000";"490000";"3296";"237.3"
"144676000";"490000";"3296";"237.6"
"144889000";"490000";"3296";"238.0"
"145102000";"490000";"3296";"238.0"
"145315000";"490000";"3297";"238.4"
"145528000";"490000";"3297";"238.8"
"146009000";"490000";"3297";"239.1"
"146222000";"490000";"3297";"239.5"
"146435000";"490000";"3297";"239.5"
"146647000";"490000";"3297";"239.8"
"146859000";"490000";"3297";"239.8"
"147270000";"490000";"3297";"240.2"
"147548000";"490000";"3297";"240.6"
"147760000";"490000";"3297";"240.9"
"147973000";"490000";"3297";"240.9"
"148186000";"490000";"3297";"241.3"
"148661000";"490000";"3297";"242.0"
"148874000";"490000";"3297";"242.4"
"149087000";"490000";"3297";"243.2"
"149299000";"490000";"3297";"243.5"
"149513000";"490000";"3297";"243.9"
"149987000";"490000";"3297";"245.0"
"150200000";"490000";"3297";"245.4"
"150412000";"490000";"3297";"245.8"
"150624000";"490000";"3297";"246.1"
"150836000";"490000";"3297";"246.5"
"151312000";"524400";"3297";"247.6"
"151524000";"524400";"3297";"248.0"
"151737000";"524400";"3297";"248.4"
"151950000";"524400";"3297";"249.1"
"152162000";"524400";"3297";"249.5"
"152637000";"524400";"3297";"250.2"
"152849000";"524400";"3297";"251.0"
"153061000";"524400";"3297";"251.4"
"153274000";"524400";"3297";"251.7"
"153486000";"524400";"3297";"252.1"
"153962000";"524400";"3296";"253.2"
"154174000";"524400";"3297";"253.6"
"154386000";"524400";"3296";"254.0"
"154599000";"524400";"3296";"254.4"
"154811000";"524400";"3296";"254.7"
"155221000";"524400";"3296";"255.8"
"155499000";"524400";"3296";"256.2"
"155718000";"524400";"3296";"256.6"
"155931000";"524400";"3296";"257.3"
"156144000";"524400";"3296";"257.7"
"156554000";"524400";"3296";"258.5"
"156832000";"524400";"3296";"258.8"
"157043000";"524400";"3297";"259.6"
"157257000";"524400";"3296";"260.0"
"157470000";"524400";"3296";"260.3"
"157879000";"524400";"3296";"261.1"
"158158000";"524400";"3296";"261.8"
"158369000";"524400";"3296";"262.2"
"158581000";"524400";"3296";"262.6"
"158795000";"524400";"3296";"262.9"
"159205000";"524400";"3296";"263.7"
"159483000";"524400";"3296";"264.4"
"159695000";"524400";"3296";"264.8"
"159908000";"524400";"3296";"265.2"
"160121000";"524400";"3296";"265.5"
"160531000";"524400";"3296";"266.7"
"160810000";"524400";"3296";"267.0"
"161023000";"524400";"3296";"267.4"
"161235000";"524400";"3296";"268.2"
"161448000";"524400";"3296";"268.5"
"161858000";"524400";"3296";"269.3"
"162135000";"524400";"3296";"269.6"
"162348000";"524400";"3296";"270.4"
"162561000";"524400";"3296";"270.8"
"162774000";"524400";"3296";"271.1"
"163168000";"524400";"3296";"271.9"
"163455000";"524400";"3296";"272.6"
"163667000";"524400";"3296";"273.0"
"163881000";"524400";"3296";"273.4"
"164094000";"524400";"3296";"273.8"
"164503000";"524400";"3296";"274.5"
"164781000";"524400";"3296";"275.2"
"164995000";"524400";"3296";"275.6"
"165207000";"524400";"3296";"276.0"
"165420000";"524400";"3296";"276.4"
"165901000";"524400";"3296";"277.5"
"166114000";"524400";"3296";"277.9"
"166327000";"524400";"3296";"277.9"
"166540000";"524400";"3296";"278.2"
"166752000";"524400";"3296";"278.6"
"167154000";"524400";"3296";"278.9"
"167440000";"524400";"3296";"278.9"
"167653000";"524400";"3296";"279.3"
"167866000";"524400";"3296";"279.7"
"168078000";"524400";"3296";"279.7"
"168554000";"524400";"3296";"280.0"
"168767000";"524400";"3296";"280.4"
"168979000";"524400";"3297";"280.8"
"169191000";"524400";"3296";"280.8"
"169403000";"524400";"3296";"281.1"
"169879000";"524400";"3296";"281.5"
"170092000";"524400";"3296";"281.9"
"170305000";"524400";"3296";"281.9"
"170518000";"524400";"3296";"282.2"
"170730000";"524400";"3296";"282.2"
"171132000";"524400";"3297";"283.0"
"171418000";"524400";"3296";"283.0"
"171631000";"524400";"3296";"283.3"
"171843000";"524400";"3297";"283.7"
"172056000";"524400";"3297";"283.7"
"172531000";"524400";"3297";"284.0"
"172744000";"524400";"3296";"284.4"
"172957000";"524400";"3297";"284.8"
"173169000";"524400";"3297";"284.8"
"173381000";"524400";"3297";"285.1"
"173790000";"524400";"3297";"285.5"
"174073000";"524400";"3297";"285.9"
"174284000";"524400";"3297";"285.9"
"174497000";"524400";"3297";"286.2"
"174710000";"524400";"3297";"286.6"
"175119000";"524400";"3297";"287.3"
"175397000";"524400";"3297";"288.1"
"175610000";"524400";"3296";"288.5"
"175827000";"524400";"3296";"288.8"
"176040000";"524400";"3296";"289.2"
"176516000";"524400";"3297";"290.3"
"176729000";"524400";"3297";"290.7"
"176941000";"524400";"3296";"291.1"
"177153000";"524400";"3296";"291.4"
"177366000";"524400";"3296";"291.8"
"177842000";"524400";"3296";"292.9"
"178054000";"524400";"3296";"293.3"
"178266000";"524400";"3296";"293.7"
"178479000";"524400";"3297";"294.4"
"178692000";"524400";"3297";"294.8"
"179102000";"524400";"3297";"295.6"
"179380000";"524400";"3297";"295.9"
"179593000";"524400";"3297";"296.7"
"179805000";"525500";"3297";"297.0"
"180017000";"525500";"3297";"297.4"
"180493000";"525500";"3297";"298.5"
"180705000";"525500";"3297";"298.9"
"180917000";"525500";"3297";"299.3"
"181129000";"525500";"3297";"299.7"
"181342000";"525500";"3297";"300.0"
"181752000";"525500";"3297";"300.8"
"182030000";"525500";"3297";"301.5"
"182241000";"525500";"3297";"301.9"
"182455000";"525500";"3297";"302.3"
"182667000";"525500";"3297";"302.6"
"183143000";"525500";"3297";"303.8"
"183356000";"525500";"3297";"304.1"
"183568000";"525500";"3297";"304.5"
"183780000";"525500";"3297";"305.3"
"183993000";"525500";"3296";"305.6"
"184469000";"525500";"3296";"306.4"
"184681000";"525500";"3296";"306.7"
"184894000";"525500";"3296";"307.5"
"185106000";"525500";"3296";"307.9"
"185318000";"525500";"3296";"308.2"
"185799000";"525500";"3296";"309.4"
"186012000";"525500";"3296";"309.7"
"186224000";"525500";"3296";"310.1"
"186437000";"525500";"3296";"310.5"
"186650000";"525500";"3296";"310.8"
"187060000";"525500";"3296";"311.6"
"187338000";"525500";"3296";"312.3"
"187550000";"525500";"3296";"312.7"
"187762000";"525500";"3296";"313.1"
"187975000";"525500";"3296";"313.5"
"188384000";"525500";"3296";"314.6"
"188663000";"525500";"3296";"314.9"
"188876000";"525500";"3296";"315.3"
"189088000";"525500";"3296";"316.1"
"189301000";"525500";"3296";"316.4"
"189711000";"525500";"3296";"317.2"
"189989000";"525500";"3296";"317.6"
"190201000";"525500";"3297";"318.3"
"190414000";"525500";"3297";"318.7"
"190627000";"525500";"3297";"319.1"
"191036000";"525500";"3296";"319.8"
"191314000";"525500";"3296";"320.5"
"191527000";"525500";"3296";"320.9"
"191740000";"525500";"3296";"321.3"
"191952000";"525500";"3296";"322.0"
"192362000";"525500";"3296";"322.4"
"192640000";"525500";"3296";"322.8"
"192852000";"525500";"3296";"323.1"
"193064000";"525500";"3296";"323.1"
"193276000";"525500";"3296";"323.5"
"193685000";"525500";"3296";"323.9"
"193964000";"525500";"3296";"324.2"
"194176000";"525500";"3296";"324.2"
"194388000";"525500";"3296";"324.6"
"194601000";"525500";"3296";"325.0"
