Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"148917000";"603000";"3296";"298.1"
"149130000";"603000";"3296";"298.4"
"149343000";"603000";"3296";"298.8"
"149555000";"603000";"3296";"299.6"
"149964000";"603000";"3296";"300.3"
"150242000";"603000";"3296";"300.7"
"150455000";"603000";"3296";"301.4"
"150668000";"603000";"3296";"301.8"
"150879000";"603000";"3296";"302.1"
"151289000";"603000";"3296";"302.9"
"151567000";"603000";"3297";"303.2"
"151780000";"603000";"3297";"304.0"
"151992000";"603000";"3297";"304.4"
"152205000";"603000";"3297";"304.7"
"152615000";"603000";"3297";"305.5"
"152894000";"603000";"3297";"306.2"
"153106000";"603000";"3297";"306.6"
"153318000";"603000";"3297";"306.9"
"153530000";"603000";"3297";"307.3"
"153940000";"603000";"3297";"308.0"
"154218000";"603000";"3297";"308.8"
"154429000";"603000";"3297";"309.2"
"154643000";"603000";"3297";"309.5"
"154855000";"603000";"3297";"309.9"
"155265000";"603000";"3297";"310.6"
"155543000";"603000";"3297";"311.4"
"155756000";"603000";"3297";"311.7"
"155969000";"603000";"3296";"312.1"
"156181000";"603000";"3296";"312.5"
"156591000";"603000";"3296";"313.2"
"156869000";"603000";"3296";"313.9"
"157082000";"603000";"3296";"314.3"
"157295000";"603000";"3296";"314.7"
"157508000";"603000";"3296";"315.0"
"157919000";"603000";"3296";"316.2"
"158196000";"603000";"3296";"316.5"
"158408000";"603000";"3296";"316.9"
"158621000";"603000";"3295";"317.3"
"158839000";"603000";"3295";"317.6"
"159249000";"603000";"3296";"318.7"
"159526000";"603000";"3296";"319.1"
"159740000";"603000";"3295";"319.5"
"159952000";"603000";"3296";"319.8"
"160165000";"603000";"3296";"320.6"
"160575000";"603000";"3296";"321.3"
"160854000";"603000";"3296";"321.7"
"161067000";"603000";"3296";"322.1"
"161279000";"603000";"3296";"322.4"
"161491000";"603000";"3296";"323.2"
"161902000";"603000";"3296";"323.9"
"162179000";"603000";"3296";"324.3"
"162392000";"603000";"3296";"325.0"
"162605000";"603000";"3296";"325.4"
"162817000";"603000";"3296";"325.8"
"163227000";"603000";"3296";"326.5"
"163505000";"603000";"3296";"326.9"
"163718000";"603000";"3296";"327.6"
"163930000";"603000";"3296";"328.0"
"164143000";"603000";"3296";"328.3"
"164552000";"603000";"3296";"329.1"
"164830000";"603000";"3296";"329.8"
"165043000";"603000";"3296";"330.2"
"165256000";"603000";"3295";"330.5"
"165468000";"603000";"3295";"330.9"
"165878000";"603000";"3295";"331.7"
"166157000";"603000";"3295";"332.4"
"166369000";"603000";"3295";"332.8"
"166582000";"603000";"3295";"333.1"
"166794000";"603000";"3295";"333.5"
"167204000";"603000";"3295";"334.6"
"167482000";"603000";"3295";"335.0"
"167693000";"603000";"3295";"335.3"
"167907000";"603000";"3295";"335.7"
"168119000";"603000";"3295";"336.1"
"168529000";"603000";"3296";"337.2"
"168807000";"603000";"3296";"337.6"
"169026000";"603000";"3295";"337.9"
"169238000";"603000";"3296";"338.7"
"169452000";"603000";"3296";"339.0"
"169862000";"603000";"3296";"339.8"
"170140000";"603000";"3296";"340.1"
"170353000";"603000";"3296";"340.9"
"170565000";"603000";"3296";"341.3"
"170778000";"603000";"3296";"341.6"
"171188000";"603000";"3296";"342.4"
"171465000";"603000";"3296";"343.1"
"171677000";"603000";"3297";"343.5"
"171889000";"603000";"3297";"343.8"
"172102000";"603000";"3297";"344.2"
"172512000";"603000";"3297";"344.9"
"172790000";"603000";"3297";"345.7"
"173002000";"603000";"3297";"346.0"
"173214000";"603000";"3297";"346.4"
"173427000";"603000";"3297";"346.8"
"173837000";"598800";"3296";"347.5"
"174115000";"598800";"3297";"348.3"
"174328000";"598800";"3297";"348.6"
"174540000";"598800";"3296";"349.0"
"174753000";"598800";"3296";"349.4"
"175168000";"598800";"3296";"350.1"
"175446000";"598800";"3297";"350.8"
"175659000";"598800";"3296";"351.2"
"175872000";"598800";"3296";"351.6"
"176085000";"598800";"3296";"351.9"
"176495000";"598800";"3296";"352.7"
"176773000";"598800";"3296";"353.4"
"176985000";"598800";"3296";"353.8"
"177198000";"598800";"3296";"354.2"
"177411000";"598800";"3296";"354.5"
"177821000";"598800";"3296";"355.6"
"178098000";"598800";"3296";"356.0"
"178310000";"598800";"3296";"356.4"
"178522000";"598800";"3296";"356.7"
"178734000";"598800";"3296";"357.1"
"179149000";"598800";"3296";"358.2"
"179428000";"598800";"3296";"358.6"
"179641000";"598800";"3296";"359.0"
"179853000";"598800";"3296";"359.7"
"180066000";"598800";"3296";"360.1"
"180475000";"598800";"3296";"360.8"
"180752000";"598800";"3296";"361.2"
"180965000";"598800";"3296";"361.5"
"181177000";"598800";"3296";"362.3"
"181389000";"598800";"3296";"362.7"
"181799000";"598800";"3296";"363.4"
"182077000";"598800";"3297";"363.8"
"182290000";"598800";"3297";"364.5"
"182503000";"598800";"3297";"364.9"
"182716000";"598800";"3297";"365.2"
"183126000";"598800";"3297";"366.0"
"183403000";"598800";"3297";"366.7"
"183616000";"598800";"3297";"367.1"
"183829000";"598800";"3296";"367.4"
"184040000";"598800";"3296";"367.8"
"184450000";"598800";"3296";"368.6"
"184728000";"598800";"3296";"369.3"
"184940000";"598800";"3296";"369.7"
"185151000";"598800";"3296";"370.0"
"185364000";"598800";"3296";"370.4"
"185773000";"598800";"3296";"371.1"
