Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"676790000";"2208200";"3297";"4916.3";""
"677923000";"2208200";"3297";"4925.4";""
"679056000";"2208200";"3297";"4934.1";""
"680189000";"2223300";"3297";"4943.2";""
"681264000";"2223300";"3297";"4948.1";""
"682468000";"2223300";"3297";"4957.2";""
"683601000";"2223300";"3297";"4966.3";""
"684734000";"2223300";"3297";"4975.0";""
"685873000";"2223300";"3297";"4984.1";""
"686947000";"2223300";"3297";"4989.0";""
"688146000";"2090100";"3297";"4998.1";""
"689280000";"2090100";"3297";"5006.8";""
"690414000";"2090100";"3297";"5015.9";""
"691548000";"2090100";"3296";"5024.6";""
"692622000";"2090100";"3296";"5029.9";""
"693821000";"2090100";"3297";"5039.0";""
"694954000";"2207800";"3296";"5047.7";""
"696094000";"2207800";"3296";"5056.8";""
"697228000";"2207800";"3297";"5065.9";""
"698301000";"2207800";"3297";"5071.2";""
"699500000";"2207800";"3297";"5079.9";""
"700634000";"2207800";"3297";"5089.0";""
"701768000";"2223100";"3297";"5097.7";""
"702901000";"2223100";"3297";"5106.8";""
"703975000";"2223100";"3297";"5111.7";""
"705174000";"2223100";"3297";"5120.8";""
"706313000";"2223100";"3297";"5129.9";""
"707447000";"2223100";"3297";"5138.6";""
"708580000";"2206500";"3297";"5147.3";""
"709655000";"2206500";"3297";"5152.6";""
"710853000";"2206500";"3297";"5161.7";""
"711986000";"2206500";"3297";"5170.4";""
"713120000";"2206500";"3297";"5179.5";""
"714253000";"2206500";"3297";"5188.2";""
"715333000";"2206500";"3297";"5193.5";""
"716532000";"2106000";"3297";"5202.6";""
